review,sentiment
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
good,positive
Share the despaire,positive
I have over 10k hours in this game. I have spoken with steam multiple times about my accounts being hacked and skins being traded out for nothing and no one has helped. Now on top of that after winning 7 games today I was randomly thrown into a server that I did not select in a region I have atrocious ping in. I was kicked from the server and given a 2.1/2 minute abandon time. I reset and chose Australia as my region and again was thrown into some random Asian server where my connection kept crashing and now have a 30 minute timer to que. Absolutely ridiculous.,negative
good,positive
Good for braincells,positive
as,positive
cac,positive
recommend - no,negative
so good game when i started gaming i got 0 fathers and after some hours i already have 5 step fathers,positive
"Super addictive once you get the hang of it, even better with friends, hard to learn and starters guide could be better, but i think its all worth it, once you learn you will never worry again about your account balance before your mmr",positive
imba,positive
this suck my life,positive
good2,positive
bad,negative
d-d-d-d-d-d-d-dota           DOTA 2,negative
bad game,negative
niggas,negative
i like dota,positive
dota2 + RC soft drinks + chippy + dota o ako bg music = <3,positive
this game is so good and i very like it,positive
Greatest,positive
good,positive
"i love dota
",positive
not for beginner not,negative
nice,positive
Always Play this game from World of warcraft dota 1,positive
very hard game but super fun,positive
nice,positive
"was good for before but now become shit.The decided to actually prevent toxic people to chat which is making this games worse.Stop focusing on giving new player good experience and start focusing on giving current player good expereicences.I was ban from com in a game that i toxicly wanna win,the ban make it so damn hard to com with team and no use of playing.game sure lose.So dumb",negative
g,positive
.,negative
Played 4k hrs but still doesn't know the mechanics. Great game!!!,positive
I push button lion go boomb,positive
nice 1,positive
"2011 dota 1
2017 dota 2",positive
funnnnn af <3. i started actually playing this game like an month ago. i have heard people saying the game is hard but for me its pretty fun to me and not hard but take ur times to learn how the game works. also with keybinds as well. it pretty cool to have pretty lot heros to learn and play!,positive
hmmmm,positive
peruvitards,negative
nice,positive
",4",positive
"good
",positive
oml,positive
it kills me inside playing this game,positive
Почему W A S D не работают памагите я не могу ходить,positive
g,positive
,negative
y,positive
delaet ludej dolboebami,negative
This sad excuse of a game gets updated constantly while CS2 is abandonware. Good job Valve.,negative
k,negative
Nice,positive
eyyy!,positive
popo,positive
"How the hell am I supposed to communicate, I come back after like 8 years and can't speak nor coordinate with my teammates in Ranked",negative
Good game,positive
nothing's balanced,negative
Ye,positive
не,positive
Very good game but full of smurf accounts. Major issue is SMURFS in every single match,negative
jogo lixo,negative
VALV PLS FIX HERO silencer very very super ulte,positive
i love this game,positive
The game is fun but why there’s a 4 dogs every time I’m playing the game?,positive
"Game is fun but europe servers are literally invaded by russians, there is no West EU and EAST EU, there is only Russian West EU & Russian East EU, they are loud, angry, obnoxious and i'm tired of constantly having to deal with them in chat. I do have selected english language and I only and only qued on E/W eu servers and in every game i have at least 3-4 russians that spam chirilic in chat. Unless they separate the communities properly I'm going to fade away from this game because I'm tired of russians. Also there are a lot of russians smurfing, griefing and even map hacking. Either fix it by giving EU communities EU games or let the game die.",negative
dont play this game if you have anger issue,positive
skill issue,positive
Cancer i Love it,positive
highly recommended,negative
++++,positive
"idk, more challenging than league",positive
dont start,negative
highly recommended .. GReat game. very friendly to new players. hope to see more young wants to play,positive
it fun. :3,positive
"game is slow af. wait times for matches take forever and the punishment system is crap. If you want to wait an hour for a game just to wind up with a bunch of losers that dont speak english, this is the game for you!",negative
"unbalanced game, full of smurfs,Toxic community and...
",negative
"darkest depress 
",negative
awesome game!,positive
игра для мазохистов,negative
FUCK THIS GAME!,positive
"Dota 2: the only game where you spend 50 minutes farming, lose one teamfight, and suddenly you’re defending your base from a fed Phantom Assassin. 5000 IQ strats, 200 APM micro, and still get flamed by a 0-12 Pudge. Valve’s updates are wild, the pro scene’s a circus, and I’ve aged 10 years chasing MMR. 12/10, I’m addicted and my therapist knows too much.",positive
"if u want grey hair no need to dye them, play dota",positive
"a good game
for wasting time
unless you go for professional career",negative
the best game,positive
ilovedota,positive
:),positive
mantap,positive
Fuck this game!,positive
"Shitass game, until I can permanently remove anyone who plays Witch Doctor from my game than it shall forever remain unplayable.",negative
this is the best and worst game ever made,positive
ij,positive
ssss,positive
Я,positive
стоить ли мне удалять доту после 3 часов игры?,positive
its very hard,positive
a game you can go in and out and still be good.,positive
idiot game,negative
dont play this,negative
"Ah, Dota 2 — the game that takes five minutes to learn and approximately a decade to tolerate. Valve’s free-to-play masterpiece is less of a game and more of a psychological experiment to see how long humans can endure emotional trauma in 45-minute intervals.

The gameplay? Elegant chaos. You and four random strangers — who you will grow to hate more than your high school group project partners — attempt to coordinate strategy, map control, and hero synergy. Instead, you’ll likely witness jungle farming while your base burns, a “mid or feed” lunatic, and someone typing in Cyrillic who may or may not be summoning a demon.

The community is legendary — not in the wholesome way, but more in the “if Dante wrote a gaming chapter in Inferno” way. You haven’t truly gamed until a Peruvian support player blames your mom for missing a last hit. It's the only game where your IQ drops every time you open team chat, and every “GG” could mean “good game” or “I hope your router catches fire.”

The graphics are beautiful, the mechanics are razor-sharp, and the learning curve is so steep it legally qualifies as a cliff. Every hero has 4 spells, 32 counters, and at least one skin that looks like it belongs in a discount cosplay convention.

And the best part? You’ll be back. Oh yes, you’ll uninstall it, swear off it, maybe touch grass… and then one day, you’ll see a patch note like “Wraith King now has a scepter upgrade that lets him haunt your dreams,” and you’ll be reinstalling faster than Pudge can miss a hook.",positive
I mean... there are pros and cons. Latter being time utterly wasted on cheap dopamine 5555,negative
Classic,positive
"
⠞⣩⣶⣿⡿⣋⣥⣾⡿⠟⣋⣥⣶⣶⣿⣿⡿⢖⢦⣙⢿⣿⣤⣿⣿⣟⠷
⣾⣿⣿⣥⣾⣿⣿⢋⣴⠿⠿⠛⣛⣛⡛⠛⠿⢷⣄⢹⣆⠻⣿⠫⠝⣿⣷
⣿⠋⡝⣿⣿⣿⠁⣨⣴⣾⣿⣿⣿⣿⣿⣿⣿⣶⣬⣁⢹⣧⡙⠷⠾⠿⣿
⠿⣷⣶⣿⣿⢡⣾⡿⠟⡋⠩⣭⣤⣤⣬⣭⠍⠛⠿⣿⣧⠙⢡⣾⣿⣷⡦
⣶⣿⣿⣿⣿⡘⠏⡀⣿⡤⢶⣿⣿⣿⣿⣷⠶⢴⡇⠈⠻⢠⡘⢿⠿⢿⢁
⣿⣿⣇⣨⣿⠆⣰⠁⢛  ⣀⣭⠡⡶⢈⣅⣀⠈⡛  ⡀⢸⣿⣶⣶⣶⣿
⣿⠿⠟⢉⠻  ⣿⣄⡲⠾⠿⢛⡁⠦⢘⠻⠿⠷⢂⣠⣿⡄⠟⡉⠻⠿⣿
⣇⠺⣿⣾⢃⡄⠘⢿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡿⠋⢀⡘⣷⣿⠇⣸
⠟⢷⣦⡁⠋⣴⡦⢘⠻⢿⣿⣿⣿⣿⣿⠿⢿⡟⠋⡀⣴⣦⠙⢈⣴⣾⠿
⣷⣿⣿⣿⣷⣬⠁⠿⢿⣶⣶⡬⠍⠉⠩⢥⣴⣶⡿⠷⠈⣥⣾⣿⣿⣧⣬
",positive
o melhor jogo pra jogar se voce odeia a propria vida =D,negative
best of the mobas,positive
gg 2k hours,positive
i can't invert the mouse click,negative
nice moba,positive
5500 hours and still guardian. not sure if i'm r'tard or everyone else r'tard.,positive
hi,positive
bad(for mental health),positive
hotdog,positive
No,negative
yes,positive
It was good.,positive
Playing this games removes my stress and problems by giving me new ones. I will recommend this to other players to make them suffer too. LOL,positive
Better than other games 👌🏻,positive
Rush B,positive
"950+ hours / Still can’t last-hit properly / Would recommend

If loving Dota 2 is wrong, then I don’t want to be right. This game is like a toxic relationship where the toxicity is actual in-game chat and I keep crawling back because I like the chaos.

Every match is a new adventure: maybe I’ll dominate as Pudge, or maybe I’ll spend 60 minutes being yelled at in Russian while my teammates farm jungle camps like they owe them money. Either way, I'm having the time of my life.

The heroes? Beautifully designed. The mechanics? Impossibly deep. The learning curve? A vertical cliff with barbed wire and fire at the top, but my god do I love the climb.

Sometimes I win. Sometimes I lose. Sometimes I accidentally pick Techies and get reported by my own friends. And yet... I queue up again, because nothing compares to the feeling of a perfect Black Hole or clutch Ravage that turns the tide of battle.

Would I recommend Dota 2?
Absolutely.
Would I recommend Dota 2 to my enemies? Also yes.
Should you play it? Only if you're ready to sell your soul and time to the Ancient.

See you on the battlefield. I’ll be feeding mid.

⭐ 11/10 — ""A free game that costs you everything. Glorious.""",positive
Volvo ++,positive
"I've been playing this game for more than 15 years yet i will not recommend it to new players . It is full with people playing from smurf accounts  , bought accounts  and  the party ranked system is totally busted. You have guys with 1800 mmr  in party with  guys that are on 5k mmr  and ofc your 5k mmr is support .. on the other team their 5k mmr is a core player . Your carry is 1.8 and he has zero idea what the fuck hes doing meanwhile their 5k is farming the shit out of you. i am from Bulgaria and every single fucking game i have to Deal with Russian and Ukrainian players that just refuse to speak english because everybody that speaks english  is  "" American "" Gamburger. The game is beyound toxic and imbalanced . Its shame become i used to love Dota  and would not recommend it to anybody ever .",negative
i like dota 2,positive
...,positive
Better than LOL you can trust me !!!! (I am a Legion Commander simp also),positive
Game is alright,positive
xyieta,positive
This game is amazing!,positive
"I love the part of the game, when i don't play it",negative
I AM REAly,positive
xixixixiix,positive
dota,positive
beginner friendly :D (its not) best game (its not) i missher,positive
mental illness game with 90% of the okayer boosted,negative
"no jueguen este juego, una vez entras ya no sales, me lo dijeron y no hice caso, por lo cual estoy haciendo esta reseña para que no jueguen este juego xd",negative
залупа,negative
WILL RUIN YOUR LIFE,negative
"Добрая игра, позитивная)",negative
Free game no bitching,positive
not recommended for free 2 play player..the game will force u to buy dota plus subcription. they will keep matchmaking u with impossible to win team-mate until u buy dota plus. then suddenly its magically u start winning game when u have dota plus subscription.,negative
addicted mission pass.,positive
"My favorite top-down MOBA. If you can shrug off toxicity, it's a great time. Playing competitive mode is highly stressful but the casual game modes are great. Matchmaking could be better",positive
Still one of the best game.,positive
"Игра говна, а габен сын бляди",negative
too many peenoise who thinks they are pro players who cant even shut up for 1 secs. Their ranks are always lower than yours obviously. Dota 2 need to create peenoise server and let them play with their own kind and taste their own 'medicine'.,negative
"Slowly starting to get into this! Recommend starting now, no regrets!",positive
so good,positive
ROAD TO IMMORTAL,positive
"this is my childhood game
",positive
"Totally not recommended for others due to stressful gameplay, blaming and badmouth. 

Suprisingly, I got a new skill where I can type very fast on keyboard in a dark room without looking at it due to a lot of ""PRAISING"".

""PUTANG INA MO"" means ""Well played"".
""BOBO KA"" means ""Great gameplay"".
""Cyka blat"" means ""Good game"".",negative
<3,positive
a game that will eat your soul,positive
the best game ever made by valve,positive
клам,positive
"DOTA 2 teach me how to speak a CURSE WORDS in different LANGUAGE..
THANK YOU LORD GA*BEN",positive
Good game shit teammates,negative
fuck this game,negative
developers are sleeping same sht game even after 3 month i came back,negative
Being a support destroy your life but fun to play if you wanna learn new curses,positive
recommendable game,positive
"Because of this, I became the better person, even better than from cs.",positive
Фармил этих крипов до самого утра,positive
"more free item please
",positive
"▒▒▒▒▒▒▒▒▒▒▒▒▒▒▒▒
▒██▄▒▒▒▒▒▒▒▀██▒▒
▒▒▀██▄▒▒▒▒▒▒▒▀▒▒
▒▒▒▒▀██▄▒▒▒▒▒▒▒▒
▒▒▒▒▒▒▀██▄▄▒▒▒▒▒
▒▒▒▒▒▒▒▀████▄▒▒▒
▒▒█▄▒▒▒▒▒▀███▒▒▒
▒▒▀▀▀▒▒▒▒▒▒▒▒▒▒▒
▒▒▒▒▒▒▒▒▒▒▒▒▒▒▒▒",positive
THE BEST,positive
wow,positive
Хуй пизда попа пися залупа член,positive
w,positive
Get a life,positive
Fun,positive
"ruined friendship, relationship, and my life",negative
if u never played this game save urself and keep it that way,negative
ONLY PLAY THIS IF YOU GENUINLY HATE YOUR LIFE AND WANNA MAKE IT EVEN WORSE,negative
Pakistani man threatened to rape me : (,negative
nice game in the world,positive
"this game used to be really fun and enjoyable. However, there have been a huge influx of people playing on other servers to ""boost"" their accounts and has ruined the game. due to not being able to communicate, or the people that jump servers are lower mmr skill based and can not keep up with the rank that they are trying to play. unless valve fixes this, im sure the game will die off just like many other MOBA games that allowed this to happen in their games.
",negative
"some russians can see the map without wards, i was  watching multiple demos",negative
Dota 2 > LoL,positive
"If u want to ruin your life play Dota 2
",positive
best game,positive
"Não recomendo, acaba com sua vontade de viver",negative
best game ever made,positive
i have 2 dads tyyyyyyyyyyyyyyy,positive
"-rep, -friends",negative
помойка,negative
"If u want to destroy life, this game is for you",positive
too many toxic Russians...,negative
.,positive
when did i play this?,positive
Игра не дала мне апнуть властика.,negative
"I cant communicate and comms score keeps dropping, dog shit developers, fking drop ur moms pussy in my diks shadow pool, fking donkeys",negative
Best in †he World,positive
ah hell nuh bruh,positive
Funny game,positive
!!!!!!!!!!!!!!!!!!!!!!!!,negative
diese gut,positive
"Yes. 
Oh, yes.
Yes.
Oh, hell yes. - Lion 2025",positive
f this annoying match making.......,positive
ya,positive
awli,positive
Ебаное говно для даунов,negative
"played one game (unranked), teammates abandoned mid game and i get banned. it was my first game, so i wasn't great but apparently that's enough for dota2 to ban you.

there are better games that aren't as toxic as dota2. Deadlock is much much better, still a little toxic but you wont be banned for being bad at the game. 

0/10 turd emoji",negative
"if you want to have a life, stay away from that button",negative
> find match > all enemy good > all teammates bad > lose mmr repeat > gaben happy > you sad > kill youreself afterwards,negative
Dota is the best,negative
"best strategy game
",positive
you will be hating it but still playing it. LMAO,positive
This game is like an abusive ex. You know the relationship you have with them is toxic but you keep coming back thinking that this time would be different.,positive
play this game guys enjoy :),positive
yes its good i love getting gang banged,positive
Go out and touch some grass. Seriously its better for you.,negative
guyd,positive
not baf,positive
я поел писюн,positive
"дерьмо игра, если ты не понравился системе то кидает в скрытый пул, сыграл одну катку 20 на 0 сразу же в некст ловтшь бустака вс тебя, как только винстрик и ты почти апаешь ранг за тебя кидает андрея иммнршиона на 3 вд с 100500 матчей на рекрутах, а против тебя стак тим спирит",negative
lots of heros,positive
Test how human you are with this game,positive
,positive
90,positive
"1. Encountered a bug
2. Banned 30 mins

Best MOBA ever",positive
"awesome game
",positive
It's just ass. I don't know how else to say it. I wish I could get the 5 minutes I spent playing this back,negative
Amazing Game,positive
"try this at home
",positive
god,positive
"best game ever
",positive
Game is hard,positive
"Очень интересная игра. Тащишь 14 0 катку, а твой основной игрок становится в афк. Советую.",positive
💟,positive
DO UR OWN MARKETING,negative
"It's a good community and good for your sanity,especially your teammate wishing for your family for a cancer 
1000/10 DOTA IS LIFE.",positive
You will sink your life into this game,positive
good game,positive
don't waste ur life ob this shit,negative
good,positive
"It's a game we all love and hate.
Love the game, hate the players.
Especially my SEA server players, fk you all~ xD",positive
Slightly more difficult & toxic in contrast to League of Legends... but it's good.,positive
don't,negative
"Dead game, for ADHD kids only",negative
"yes
",positive
suck,positive
im just too bored,positive
"PLAY TILL END OF UR LIFE
",positive
"It’s chaotic, it’s beautiful—it’s Dota.",positive
"Full of smurfs, don't even play it. Broke ass game, 1 hero just carries the whole team.",negative
asdasdasd,positive
okay,positive
NG,positive
good,positive
"decent, good people - very friendly",positive
ASS,negative
yes yes,positive
good game,positive
"If you have literally nothing better to do with your life, this is a pretty decent game, once you have the semblance of a life, avoid at all costs, cause otherwise you'd lose whatever it is you have :V",positive
govno pomoika,negative
You can become a millionaire playing this game.,positive
great game,negative
very friendly,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
"Amazing game. I played this game so much a couple of years ago, and, even now, I occasionally find myself playing it again. The gameplay is incredible, one of he best I've seen. By 2025 standards, the visuals are OK, still very cool and creative despite being a 2013 game. This game was/and still is a huge success, and a masterpiece!",positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
Fun stressful times,positive
best game ever fully cooperative and mental peace,positive
This is the only game worth playing.. u dont need anything else,positive
good,positive
like league but everyone is op,positive
good game,positive
delete nullifier shitheads,negative
"Dota 2 is a frustrating and broken game. The matchmaking is a joke lobbies are wildly unbalanced, making most games a waste of time. Spending money on it is pointless since nothing improves the actual game play. The developers seem completely disconnected, rarely fixing real problems. Worst of all, the community is extremely toxic, making every match feel like a chore. Once a great game, now it’s just a mess. Avoid it.",negative
"Mobile legend is for pussy, 
DOTA 2 is for real mens.",positive
"It's OK for now, think I need a few more hours to really get the hang of it.",positive
very fun and interactive,positive
best Russian language learning app,positive
"After 11 years of playing, I achieved to reach Divine",positive
gooner game,negative
gg,positive
fun!,positive
"если ты украдешь что-нибудь, адрес твоего дома станет известен, и мафия тебя изнасилует",positive
recommended. So we can fuck up together in life.,positive
"beware, once hook there no turning back",positive
.,negative
"mentally demanding game, addicting and challenging....in the end, if ur mentally strong enough to deal with braindead and trolling players please give it a try",positive
Biggest mistake in my life,negative
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
why so serious?,positive
АХУЕНО ДИЛДО САМ УВЕЛИЧЕЛСЯ И ОТЧИМ ПРИШЕЛ ПОКА Я НА ХУСКАРЕ ИГРАЛ И ВЫЕБАЛ МЕНЯ В СРАКУ,positive
 love this game(.)(.),positive
addictive like drug.. you cant stop... omg,positive
ALL FUCKING  GAMES CANCER TEAM MATES,negative
i think this game might be repetitive,positive
nice,positive
good shyteeeeee <3,positive
"So I have played a lot of Dota over the past years and honestly I can not recommend this game to anyone anymore for reasons:
1. Smurfing is more of a problem now so more then ever. People buying accounts to play at lower mmr brackets just suck the fun out of the game. You spend 45 minutes of your life in a game you just flat out lose because people arent playing at their rank.. And there is not much in the way to stop this sadly.
2. Toxic players.",negative
realy bad game  in them system for disconect or any things and you can't enjoy the game becouse to many smurf and huckers so i think it is realy bad to wast my time on it there is to many game to play,negative
"Its good!
I have never played it tho...",positive
"слишком допого не покупайте
",positive
lo ve it,positive
"Играю с 2012 года. Если когда-то попадёте в ад, там будет просто отдельная очередь с дотерами, потому что даже черты 
 не захотят с нами связываться.

За эти годы я:

Постарел на 50 лет морально и физически.

Потерял всех друзей и обзавёлся десятком врагов (причём пятеро из них были в моей последней команде).

Научился ругаться на 15 языках, включая язык жестов и ультразвук.

Разбил 5 клавиатур, 2 мышки и 3 собственных мечты.

Стать экспертом в области психоанализа по пикам союзников.

Категорически не рекомендую эту игру, если у вас есть хоть капля уважения к себе и собственному времени.

Но сам продолжу играть, потому что я уже слишком испорчен, чтобы остановиться.

GG WP, commend врагам, репорт всей моей команде (и мне в том числе).",negative
Гей,negative
hame chizamo sare in bazi gaiidm,negative
メンバー分けるのが怪しい。不公平だった。,negative
Got permanent headache,negative
Хуйня,negative
"meskipun baru main, ni game oke banget buat dipelajarin, jd makin penasaran #anjay",positive
"kirie
",negative
..,positive
++,positive
Don't do it,negative
this game is good for your mentality,positive
yeah for we love this game,positive
I like turtles.,positive
Bring back the battle pass,positive
nice game,positive
Its good game i guess?,positive
"its good for mental health
",positive
not recommended,negative
dfwadwa,positive
Уходите от туда,positive
"""Started playing Dota 2, and now my life is officially divided into Before Dota and After Dota. Only heroes understand me now. I lose, rage, uninstall… and reinstall 10 minutes later. It’s a toxic relationship — but it’s MY toxic relationship!""",positive
No Rules,positive
good game,positive
Very noice for gay niga,positive
Game is for mentally unstable,positive
"If you're in love with life and appreciate good company, delay the assassination of your fervor and do not play Dota 2.",positive
"i cant take it anymore

mentally...

physically...",negative
nc,positive
"dota 2 Gamers must try!
",positive
really a mentally and mind draining game,positive
Amazing!,positive
yea,positive
I like the graphics but i don`t like when people from high rank join in the low ranked games,positive
best stress inducing game there is. what is not to love?,positive
"This game was once very nice. I have my account since 2012 or 2013. There are sooooo many bots and macro players, that's impossible to play 100 hours to play competitive, I'll NEVER play this game again, the studio should do something about this, it's just sad, too many games out there to be playing against bots or macros all day long... I DO NOT recommend this game anymore to anyone that wants a game without pathetic account farmers/smurfs. They should ban by IP and MAC address of physical device.. 10 minutes in a queue in americas for a game.. Not even a dead game I used to play took that long..",negative
"If you are a solo Player don't play it.
You get punished by groups of 2-4 for just talking, for chatting, for defending yourself when they blame you - and once your communication score is at a certain low level, even disabling chat won't get you out of this hell.
Don't play it solo.",negative
pudge is always banned,positive
....,positive
legendary game ! epic strategy and  you can pass joyful time alone or with your friends,positive
"I played the original DOTA and then DOTA 2 for like 15 years. I've finally had enough. The game is now FULL of smurfs that completely ruin the experience for everyone. 80% of my last 15 games had a smurf in them. Steam doesn't do anything. They are obvious smurfs, like Herald with 10 RAMPAGES in the last 15 games. Even without smurfs DOTA 2 is toxic and not worth wasting your time.",negative
dota number 1 :),positive
good game must update more battlepass,positive
yes,positive
"stress, anxiety, problems, headache",positive
Stupidly challenging.,positive
Nice game!,positive
"Great,
 If you got a friend who learn you the game then don't wait go fastly download",positive
"Best game since dota1. i wish there was a mod where you can play warcraft with the dota engine, like reverse dota1.",positive
"It's hard to get into but i'm having fun, it will probably change in the future lol.",positive
played for a bit good community,positive
Very good game,positive
rfvcxmc,positive
cgdgdfgdg,positive
the best dota 2,positive
33 33 33 33 33 33 33 33 33 33 33,positive
awesome,positive
,positive
yes :steamhappy:,positive
как всегда дристня брат,positive
"dis good game
",positive
"very bad game, some game you want to win there is not serious player very frrustating uninstall  100%. you can do better on match making what a clown of a system",negative
Describe nothing.,negative
Gorgeous,positive
"Great game, but it is not worth selling your soul for",negative
lakad matatag,positive
stupid game! bring back dota 1 give dota back to icefrog. always having bots and noobs in my team. matchmaker really suck fk u gaben this game is for pro's only! fk u! bring back dota bitch gaben. this game is pure bullsh1t i mean it! dota now is a deadgame.,negative
good,positive
<3,positive
yes,positive
"waste of time and ego, couldve learnt playing a piano instead of playing his shit game and finding shit people.
10/10 recommended for brain damage and terminal cancer",positive
dota 2 is pure chill. no stress at all. :'),positive
"shit game, always fun",positive
One of the best,positive
"Joined to play a game.
Stayed to be blamed for everything.
Got called noob in 6 languages.
Made friends, lost them, muted them.
Peak human experience.⭐",positive
"Recommended to play, if you are a braindead",positive
One of the best game ever <3,positive
"bcs of this game my teacher told me to take shower,touch some grass thx",positive
ggwp,positive
bad game!,negative
"Dota 2 is insanely complex, brutally punishing, and deeply addicting. Every match is a 5v5 war of strategy, mechanics, and mental endurance. The highs? Legendary. The lows? Existential.

The hero variety, teamplay, and depth are unmatched—but so is the toxicity. You'll learn, grow, rage, and queue again. It's not friendly to new players, but for those who stick with it, no other game comes close.

Pros:
✅ Incredibly deep gameplay
✅ 100% free-to-play, no pay-to-win
✅ Unforgettable team moments

Cons:
❌ Steep learning curve
❌ Toxic players galore
❌ 45 minutes of pain if one teammate tilts

Rating: ★★★★☆ – A masterpiece wrapped in chaos

",positive
best game,positive
Very nice friendly community with full of nice ppl. I became better person.,positive
Игра говна,positive
"Полная хyйня, не советую",positive
huyna ebanya,negative
не советую,positive
good,positive
Currently popular,positive
No game makes a comeback feel as satisfying as Dota 2. One team fight can turn everything around—it keeps you on the edge of your seat.,positive
You need atleast 2-3 friends to play with to Win just incase your other teammates are weak and toxic while you and your friends will have to carry to win,negative
Govno ebanoe,negative
<3,positive
"Valve doesnt enforce language selection. The new score to be able to voice chat is ass backwards. Returned from a few years hiatus and the game is garbage. You need to have a full premade team to be able to communicate. The game has been metagamed to death and anything other than what guides say will be met with ""report"" etc.",negative
"If you have friends to play this game as 5 parties or you play this game in a region outside Southeast Asia, this game is the best.Otherwise,the game is like licking the vagina of a whore.So toxic in SEA server.I once played as a carry role in the game,told my teammates  ""not to fight and I want to farm a few minutes"",they replied ""muted"".WTF so funny.Dumb players in SEA server want to fight all the time whenever a hero icon appears in mini map.Fight die fight die.And blame carry for not joining the batttle with them.And,consequently,I got reportted and sent to lp after a few matches.This is riciculous.
",negative
very nice game,positive
"The ultimate test of skill, strategy, and teamwork. DOTA 2 is the gold standard of competitive MOBAs. The learning curve is steep, but the payoff is incredible. With a massive roster of heroes, constant updates, and a thriving esports scene, every match feels like a fresh challenge. It’s intense, rewarding, and endlessly replayable for those willing to invest the time.",positive
A game of respectful players with no fighting that shows team spirit,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
The Best Game,positive
